stimuli_letter,target,correct_key,Letter_stimulus,trialsOne.thisRepN,trialsOne.thisTrialN,trialsOne.thisN,trialsOne.thisIndex,trialsTwo.thisRepN,trialsTwo.thisTrialN,trialsTwo.thisN,trialsTwo.thisIndex,WelcomeScreenText.started,WelcomeInstructions.started,WelcomeScreenText.stopped,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,text.started,eegtime,n_back_one.started,Key_one.started,n_back_one.stopped,Key_one.keys,Key_one.corr,ISI.started,Key_one.stopped,Key_one.rt,ISI.stopped,Intro_Block_two.started,Start_Block_One.started,Start_Block_One.keys,Start_Block_One.rt,Block_2_stimulus.started,key_Two.started,Block_2_stimulus.stopped,key_Two.keys,key_Two.corr,key_Two.stopped,key_Two.rt,GoodBye.started,participant,session,date,expName,psychopyVersion,frameRate,
,N,None,V,,,,,0,56,56,56,,,,,,,,542.7627964019775,,,,,,549.8222239000006,,,,,,,,548.6356515999996,548.7139052999992,548.941796699999,None,1,549.8222239000006,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,57,57,57,,,,,,,,545.4459447860718,,,,,,552.530678699999,,,,,,,,551.3301615,551.423510999999,551.6371135999998,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,V,,,,,0,58,58,58,,,,,,,,547.3478643894196,,,,,,554.4112239999995,,,,,,,,554.0377683999995,554.1179384000006,554.3447393999995,z,1,,0.2705839999998716,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,59,59,59,,,,,,,,550.0422251224518,,,,,,557.1179252999991,,,,,,,,555.9183469,556.0118867000001,556.2254697000008,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,60,60,60,,,,,,,,552.7410497665405,,,,,,559.8128565000006,,,,,,,,558.6259518999996,558.7062014999992,558.9330061000001,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,A,,,,,0,61,61,61,,,,,,,,554.7085666656494,,,,,,561.7729416999991,,,,,,,,561.3196788999994,561.3995685999998,561.6263858000002,z,1,,0.35367959999894083,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,B,,,,,0,62,62,62,,,,,,,,557.194961309433,,,,,,564.254818899999,,,,,,,,563.2810790000003,563.3613002999991,563.5880529000005,z,1,,0.868500699998549,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,A,,,,,0,63,63,63,,,,,,,,559.3967962265015,,,,,,566.4555674999992,,,,,,,,565.7609245000003,565.8556549999994,566.0690682000004,z,1,,0.5845335999983945,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,B,,,,,0,64,64,64,,,,,,,,561.3156003952026,,,,,,568.3765292999997,,,,,,,,567.9627535,568.0561963,568.2697747999991,z,1,,0.2961204999992333,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,65,65,65,,,,,,,,564.0119442939758,,,,,,571.0844132000002,,,,,,,,569.8834573999993,569.9770234000007,570.1905657999996,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,66,66,66,,,,,,,,566.7163398265839,,,,,,573.7776080000003,,,,,,,,572.5888429999995,572.6691527000003,572.8971727000007,None,1,573.7776080000003,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,67,67,67,,,,,,,,569.4132425785065,,,,,,576.472663999999,,,,,,,,575.2854662999998,575.3656809000004,575.5925802999991,None,1,576.472663999999,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,68,68,68,,,,,,,,572.1062459945679,,,,,,579.1803813999995,,,,,,,,577.9799729999995,578.073417399999,578.2868407000005,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,W,,,,,0,69,69,69,,,,,,,,574.0390026569366,,,,,,581.0999764999997,,,,,,,,580.6861525000004,580.7666561999995,580.9936555999993,z,1,,0.31387049999830197,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,70,70,70,,,,,,,,576.7333719730377,,,,,,583.7953452999991,,,585.3013761000002,,,,,582.6081663000004,582.6883667000002,582.9151177999993,None,1,583.7953452999991,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,W,,,,,0,71,71,71,,,,,,,,578.6690475940704,,,,,,585.7296069000004,,,,,,,,585.3013761000002,585.3950650000006,585.6084436000001,z,1,,0.3184605999995256,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,A,,,,,0,72,72,72,,,,,,,,580.6471607685089,,,,,,587.7166964000007,,,,,,,,587.2363771,587.3167059999996,587.5437077999995,z,1,,0.3844193999993877,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,73,73,73,,,,,,,,583.344761133194,,,,,,590.4244832000004,,,,,,,,589.2228795999999,589.3164187000002,589.5299183999996,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,74,74,74,,,,,,,,586.0560545921326,,,,,,593.1178302999997,,,,,,,,591.9182125999996,592.0117160999998,592.2253146999992,None,1,593.1178302999997,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,75,75,75,,,,,,,,588.7504274845123,,,,,,595.8130622999997,,,,,,,,594.6257894999999,594.7060468,594.9329235999994,None,1,595.8130622999997,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,76,76,76,,,,,,,,591.4423155784607,,,,,,598.5210547000006,,,,,,,,597.3192280000003,597.4129940000003,597.6263574999994,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,77,77,77,,,,,,,,594.139997959137,,,,,,601.2142206999997,,,,,,,,600.0278373000001,600.1079231999993,600.3349462000006,None,1,601.2142206999997,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,X,,,,,0,78,78,78,,,,,,,,596.1119630336761,,,,,,603.175707299999,,,,,,,,602.7221523000007,602.8157504999999,603.0291997000004,z,1,,0.33620150000024296,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,B,,,,,0,79,79,79,,,,,,,,597.9950654506683,,,,,,605.0553940999998,,,,,,,,604.6828853999996,604.7744407999999,604.9890326000004,z,1,,0.26658369999859133,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,80,80,80,,,,,,,,600.2981834411621,,,,,,607.3639452000007,,,,,,,,606.5637418999995,606.6438278999995,606.8706505999999,z,0,,0.6960756999997102,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,81,81,81,,,,,,,,602.9982726573944,,,,,,610.0717103999996,,,,,,,,608.8701091000003,608.9637060999994,609.1769648999998,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,B,,,,,0,82,82,82,,,,,,,,605.0245459079742,,,,,,612.0857612,,,,,,,,611.5786922000007,611.6589996999992,611.8857520000001,z,1,,0.40142269999887503,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,83,83,83,,,,,,,,607.7152187824249,,,,,,614.7936938000003,,,,,,,,613.5918153999992,613.6856934000007,613.8999932999996,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,84,84,84,,,,,,,,610.4240081310272,,,,,,617.4867735000007,,,,,,,,616.3004923000008,616.3807950999999,616.6076630999996,None,1,617.4867735000007,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,C,,,,,0,85,85,85,,,,,,,,612.2915365695953,,,,,,619.3549655000006,,,,,,,,618.9948081999992,619.0750919000002,619.3018204,z,1,,0.2572509000001446,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,86,86,86,,,,,,,,614.9897346496582,,,,,,622.0627779999995,,,,,,,,620.8612212000007,620.9546329000004,621.1682627999999,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,87,87,87,,,,,,,,617.6922550201416,,,,,,624.7550479999991,,,,,,,,623.5564761000005,623.6500775999993,623.8636452999999,None,1,624.7550479999991,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,B,,,,,0,88,88,88,,,,,,,,619.7946615219116,,,,,,626.8778471999995,,,,,,,,626.2641466999994,626.3443745999994,626.571215599999,z,1,,0.5156038999994053,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,89,89,89,,,,,,,,622.5054678916931,,,,,,629.5846175999995,,,,,,,,628.3847987999998,628.4784791999991,628.6899897999992,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,90,90,90,,,,,,,,625.2049939632416,,,,,,632.2798270999992,,,,,,,,631.0925974000002,631.1731056000008,631.3996213999999,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,91,91,91,,,,,,,,627.9143931865692,,,,,,634.9741563999996,,,,,,,,633.7864000999998,633.8670387000002,634.0939543999993,None,1,634.9741563999996,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,92,92,92,,,,,,,,630.6037735939026,,,,,,637.6809410000005,,,,,,,,636.4812172999991,636.5748839999997,636.7861353000008,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,93,93,93,,,,,,,,633.3131966590881,,,,,,640.3758935999995,,,,,,,,639.1888509,639.2689716999994,639.4955515000001,None,1,640.3758935999995,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,94,94,94,,,,,,,,636.010749578476,,,,,,643.0838956000007,,,,,,,,641.8831499999997,641.9768125999999,642.1903560999999,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,95,95,95,,,,,,,,638.706458568573,,,,,,645.7770507999994,,,,,,,,644.5908115999991,644.6710094999999,644.8969682999996,None,1,645.7770507999994,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,96,96,96,,,,,,,,641.4096038341522,,,,,,648.4859063000004,,,,,,,,647.2850815000002,647.3787314000001,647.5923361000005,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,97,97,97,,,,,,,,644.1077530384064,,,,,,651.1800664000002,,,,,,,,649.9928223000006,650.0731187999991,650.3000389999997,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,C,,,,,0,98,98,98,,,,,,,,646.5284147262573,,,,,,653.5932802000007,,,,,,,,652.6871616000008,652.7786300000007,652.9933913000004,z,1,,0.7990929999996297,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,99,99,99,,,,,,,,648.4822211265564,,,,,,655.5416760000007,,,,,,,,655.1015162999993,655.1815841000007,655.4084712000003,z,0,,0.33554820000063046,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,100,100,100,,,,,,,,651.1710107326508,,,,,,658.2493833999997,,,,,,,,657.0478311999996,657.1414760999996,657.3548231000004,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,C,,,,,0,101,101,101,,,,,,,,653.1196465492249,,,,,,660.1833554000004,,,,,,,,659.756429699999,659.8366710999999,660.0634604000006,z,1,,0.3316973000000871,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,102,102,102,,,,,,,,655.8123733997345,,,,,,662.8910868999992,,,,,,,,661.6894701000001,661.7841260999994,661.9975314999992,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,C,,,,,0,103,103,103,,,,,,,,658.1324031352997,,,,,,665.1974826000005,,,,,,,,664.3981550000008,664.4784008999995,664.7053156999991,z,1,,0.7019214000010834,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,104,104,104,,,,,,,,660.8324739933014,,,,,,667.8928028999999,,,669.3989535000001,,,,,666.7057844999999,666.7859991000005,667.0127909000003,None,1,667.8928028999999,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,105,105,105,,,,,,,,663.5150351524353,,,,,,670.6005731999994,,,,,,,,669.3989535000001,669.4925791000005,669.7059998999994,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,106,106,106,,,,,,,,666.2282183170319,,,,,,673.2942058999997,,,,,,,,672.1075741000004,672.1879098999998,672.4146072999993,None,1,673.2942058999997,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,107,107,107,,,,,,,,668.9226026535034,,,,,,676.0024905999999,,,,,,,,674.8018644999993,674.8954162999999,675.1090387999993,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,Y,,,,,0,108,108,108,,,,,,,,671.1201424598694,,,,,,678.1900578999994,,,,,,,,677.5085894999993,677.5890911999995,677.8166469999996,z,1,,0.5880046999991464,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,109,109,109,,,,,,,,673.816463470459,,,,,,680.8967477000006,,,,,,,,679.6972509000007,679.7907553999994,680.0041196000002,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,110,110,110,,,,,,,,676.5184116363525,,,,,,683.5920624999999,,,,,,,,682.4048684999998,682.4850349000008,682.7118131000007,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,111,111,111,,,,,,,,679.2253606319427,,,,,,686.2862710999998,,,,,,,,685.0980091999991,685.1785411000001,685.4052188000005,None,1,686.2862710999998,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,112,112,112,,,,,,,,681.9091036319733,,,,,,688.9933385999993,,,,,,,,687.7933178000003,687.8870096999999,688.1004709999997,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,Y,,,,,0,113,113,113,,,,,,,,684.6260223388672,,,,,,691.6882483999998,,,,,,,,690.5011673999998,690.5812124000004,690.8076734999995,None,0,691.6882483999998,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,114,114,114,,,,,,,,686.7467427253723,,,,,,693.8080178,,,,,,,,693.1944954999999,693.2879372999996,693.5014250999993,z,0,,0.5006768000002921,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,115,115,115,,,,,,,,689.4385833740234,,,,,,696.5034698,,,,,,,,695.3161345000008,695.396249899999,695.6233637999994,None,1,696.5034698,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,Y,,,,,0,116,116,116,,,,,,,,691.4217941761017,,,,,,698.4907311000006,,,,,,,,698.0104520000004,698.1041086999994,698.3175547999999,z,1,,0.37313019999965036,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,117,117,117,,,,,,,,694.1143450737,,,,,,701.1975306000004,,,,,,,,699.9980078999997,700.091413099999,700.304997199999,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,118,118,118,,,,,,,,696.8149983882904,,,,,,703.8928140000007,,,,,,,,702.7054912000003,702.7856909999991,703.012546599999,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,119,119,119,,,,,,,,699.5050826072693,,,,,,706.5871439000002,,,,,,,,705.3993181999995,705.4792784000001,705.7059303999995,None,1,706.5871439000002,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,120,120,120,,,,,,,,702.212593793869,,,,,,709.2938797999996,,,,,,,,708.0942156000001,708.1877225999997,708.4011688999999,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,121,121,121,,,,,,,,704.9293901920319,,,,,,711.9892232999991,,,,,,,,710.8018491000003,710.8820369999994,711.1088834999991,None,1,711.9892232999991,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,122,122,122,,,,,,,,707.6240119934082,,,,,,714.6968044999994,,,,,,,,713.4951015999995,713.5887084000005,713.8032175000008,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,123,123,123,,,,,,,,710.3277611732483,,,,,,717.3901272000003,,,,,,,,716.2038365000008,716.2840145999999,716.5107745000005,None,1,717.3901272000003,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,124,124,124,,,,,,,,713.0234634876251,,,,,,720.0988612000001,,,,,,,,718.8982649999998,718.9917401999992,719.2051293999994,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,125,125,125,,,,,,,,715.7179811000824,,,,,,722.7931126999993,,,,,,,,721.6046896000007,721.6853596000001,721.9128153000001,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,126,126,126,,,,,,,,718.4235155582428,,,,,,725.486404199999,,,,,,,,724.300159299999,724.3803274999991,724.6049294999993,None,1,725.486404199999,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,X,,,,,0,127,127,127,,,,,,,,720.5073285102844,,,,,,727.5680976000003,,,,,,,,726.9943767999994,727.088085899999,727.3015515999996,z,1,,0.4561199999989185,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,A,,,,,0,128,128,128,,,,,,,,722.4017782211304,,,,,,729.4614156000007,,,,,,,,729.0740046999999,729.1677438000006,729.3813895000003,z,1,,0.2683008999993035,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,129,129,129,,,,,,,,724.5842363834381,,,,,,731.6495890999995,,,,,,,,730.9691399999992,731.0494216999996,731.2763412999993,z,0,,0.5797298999987106,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,130,130,130,,,,,,,,727.284339427948,,,,,,734.3573849999993,,,,,,,,733.1557293999995,733.2493429999995,733.4627397999993,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,131,131,131,,,,,,,,729.9900848865509,,,,,,737.0506344000005,,,,,,,,735.8644153999994,735.9444781999991,736.1714439000007,None,1,737.0506344000005,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,132,132,132,,,,,,,,732.6812026500702,,,,,,739.7459371000004,,,,,,,,738.5586421000007,738.6388998000002,738.8656945000002,None,1,739.7459371000004,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,133,133,133,,,,,,,,735.3813948631287,,,,,,742.4536394999996,,,,,,,,741.2519773000004,741.3456430999995,741.5590941999999,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,X,,,,,0,134,134,134,,,,,,,,738.0864670276642,,,,,,745.146784999999,,,,,,,,743.9607187999991,744.0408418999996,744.2678445999991,None,0,745.146784999999,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,135,135,135,,,,,,,,740.7720859050751,,,,,,747.8556449999996,,,,,,,,746.654910199999,746.7485675999997,746.9620355000006,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,136,136,136,,,,,,,,743.489684343338,,,,,,750.5499493999996,,,,,,,,749.3617305000007,749.4418693999996,749.6688498000003,None,1,750.5499493999996,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,137,137,137,,,,,,,,746.184118270874,,,,,,753.2566332000006,,,,,,,,752.0570914,752.1506093000007,752.3639999000006,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,138,138,138,,,,,,,,748.8753573894501,,,,,,755.9517128000007,,,,,,,,754.7511632999995,754.8448145000002,755.0583026000004,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,139,139,139,,,,,,,,751.585399389267,,,,,,758.6462348999994,,,,,,,,757.4579709999998,757.5381692999999,757.7655728999998,None,1,758.6462348999994,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,140,140,140,,,,,,,,754.2779324054718,,,,,,761.3528986000001,,,,,,,,760.1532903000007,760.2467237000001,760.4602859999995,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,141,141,141,,,,,,,,756.9830317497253,,,,,,764.0481880999996,,,,,,,,762.8609672999992,762.9411061999999,763.167931,None,1,764.0481880999996,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,A,,,,,0,142,142,142,,,,,,,,758.9286615848541,,,,,,765.995699699999,,,,,,,,765.554252599999,765.6478432999993,765.8623451000003,z,1,,0.33252729999912845,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,V,,,,,0,143,143,143,,,,,,,,760.9231164455414,,,,,,767.9828677999994,,,,,,,,767.5027601999991,767.5961492999995,767.8096776000002,z,1,,0.3642303999986325,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,144,144,144,,,,,,,,763.6181306838989,,,,,,770.6906990999996,,,,,,,,769.489012,769.5826546999997,769.7970452999998,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,V,,,,,0,145,145,145,,,,,,,,766.3238270282745,,,,,,773.3843538000001,,,,,,,,772.1977100000004,772.2778529999996,772.5047087000003,None,0,773.3843538000001,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,146,146,146,,,,,,,,769.0201737880707,,,,,,776.0793042999994,,,,,,,,774.8920703999993,774.9722763999998,775.1990464999999,None,1,776.0793042999994,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,,,,,,,,,,,,,,,,,,777.5855580999996,,,,,,,,,,,,,,,,,,,,,,778.0933260000002,,,,,,,
